depth,component,method,score
3,L7H2,zero_ablation,0.0798674076795578
3,L7H3,activation_patching,0.6268223524093628
3,L7H3,zero_ablation,0.06260783970355988
3,L7MLP,activation_patching,1.123948574066162
3,L7MLP,zero_ablation,0.9111951589584351
3,L8H0,activation_patching,1.0274583101272583
3,L8H0,zero_ablation,0.2477070689201355
3,L8H1,activation_patching,1.304842233657837
3,L8H1,zero_ablation,0.14756667613983154
3,L8H2,activation_patching,1.6170028448104858
3,L8H2,zero_ablation,0.11403565108776093
3,L8H3,activation_patching,0.7917793989181519
3,L8H3,zero_ablation,0.12345858663320541
3,L8MLP,activation_patching,1.0607292652130127
3,L8MLP,zero_ablation,0.6760732531547546
3,L9H0,activation_patching,2.696388006210327
3,L9H0,zero_ablation,0.39650076627731323
3,L9H1,activation_patching,1.1605966091156006
3,L9H1,zero_ablation,0.2801057696342468
3,L9H2,activation_patching,1.7442878484725952
3,L9H2,zero_ablation,0.2986799478530884
3,L9H3,activation_patching,2.6941370964050293
3,L9H3,zero_ablation,0.6147056818008423
3,L9MLP,activation_patching,1.4038197994232178
3,L9MLP,zero_ablation,1.7073044776916504
4,L0H0,activation_patching,0.0038213711231946945
4,L0H0,zero_ablation,0.011599954217672348
4,L0H1,activation_patching,0.011368837207555771
4,L0H1,zero_ablation,0.04332701116800308
4,L0H2,activation_patching,0.012705707922577858
4,L0H2,zero_ablation,0.04748864471912384
4,L0H3,activation_patching,0.02994108572602272
4,L0H3,zero_ablation,-0.0042329151183366776
4,L0MLP,activation_patching,2.2934794425964355
4,L0MLP,zero_ablation,6.8137102127075195
4,L1H0,activation_patching,7.736746788024902
4,L1H0,zero_ablation,3.137434244155884
4,L1H1,activation_patching,4.725481986999512
4,L1H1,zero_ablation,2.8315911293029785
4,L1H2,activation_patching,0.6821630597114563
4,L1H2,zero_ablation,0.4168599247932434
4,L1H3,activation_patching,0.5682799816131592
4,L1H3,zero_ablation,0.23372673988342285
4,L1MLP,activation_patching,2.9346070289611816
4,L1MLP,zero_ablation,1.8974764347076416
4,L2H0,activation_patching,0.04178205132484436
4,L2H0,zero_ablation,0.06965228170156479
4,L2H1,activation_patching,8.738994598388672
4,L2H1,zero_ablation,3.602752447128296
4,L2H2,activation_patching,0.6003983616828918
4,L2H2,zero_ablation,0.19311091303825378
4,L2H3,activation_patching,0.02038358524441719
4,L2H3,zero_ablation,0.08730616420507431
4,L2MLP,activation_patching,0.5296832323074341
4,L2MLP,zero_ablation,0.6595999002456665
4,L3H0,activation_patching,0.03986824303865433
4,L3H0,zero_ablation,0.039999913424253464
4,L3H1,activation_patching,0.7914611101150513
4,L3H1,zero_ablation,0.459710955619812
4,L3H2,activation_patching,0.5716242790222168
4,L3H2,zero_ablation,0.1613592505455017
4,L3H3,activation_patching,0.14768479764461517
4,L3H3,zero_ablation,0.029439805075526237
4,L3MLP,activation_patching,0.5252240896224976
4,L3MLP,zero_ablation,0.6239830851554871
4,L4H0,activation_patching,0.3043304979801178
4,L4H0,zero_ablation,0.38189324736595154
4,L4H1,activation_patching,0.5171413421630859
4,L4H1,zero_ablation,0.14155593514442444
4,L4H2,activation_patching,0.4389127492904663
4,L4H2,zero_ablation,0.1108626127243042
4,L4H3,activation_patching,0.2945370078086853
4,L4H3,zero_ablation,-0.015489395707845688
4,L4MLP,activation_patching,0.581575870513916
4,L4MLP,zero_ablation,1.0364779233932495
4,L5H0,activation_patching,1.1109758615493774
4,L5H0,zero_ablation,0.3433935046195984
4,L5H1,activation_patching,0.27278897166252136
4,L5H1,zero_ablation,0.06051299721002579
4,L5H2,activation_patching,0.5221784114837646
4,L5H2,zero_ablation,0.15621331334114075
4,L5H3,activation_patching,0.7979329824447632
4,L5H3,zero_ablation,0.4238724708557129
4,L5MLP,activation_patching,0.6109893918037415
4,L5MLP,zero_ablation,0.42682814598083496
4,L6H0,activation_patching,1.200237512588501
4,L6H0,zero_ablation,0.19144093990325928
4,L6H1,activation_patching,1.0889347791671753
4,L6H1,zero_ablation,0.40675878524780273
4,L6H2,activation_patching,1.6115531921386719
4,L6H2,zero_ablation,0.6162195205688477
4,L6H3,activation_patching,1.2547013759613037
4,L6H3,zero_ablation,0.24084588885307312
4,L6MLP,activation_patching,0.8700717687606812
4,L6MLP,zero_ablation,0.43026092648506165
4,L7H0,activation_patching,0.4123833179473877
4,L7H0,zero_ablation,0.288699746131897
4,L7H1,activation_patching,0.9726436734199524
4,L7H1,zero_ablation,-0.008475396782159805
4,L7H2,activation_patching,0.6836018562316895
4,L7H2,zero_ablation,0.058430224657058716
4,L7H3,activation_patching,0.7137067317962646
4,L7H3,zero_ablation,0.13614419102668762
4,L7MLP,activation_patching,0.9717053174972534
4,L7MLP,zero_ablation,0.6194199323654175
4,L8H0,activation_patching,0.9932055473327637
4,L8H0,zero_ablation,0.31558114290237427
4,L8H1,activation_patching,1.5794267654418945
4,L8H1,zero_ablation,0.33080923557281494
4,L8H2,activation_patching,0.317817360162735
4,L8H2,zero_ablation,-0.3052855134010315
4,L8H3,activation_patching,0.8351534008979797
4,L8H3,zero_ablation,0.1507599651813507
4,L8MLP,activation_patching,0.9559101462364197
4,L8MLP,zero_ablation,0.45971202850341797
4,L9H0,activation_patching,2.914762020111084
4,L9H0,zero_ablation,0.7242114543914795
4,L9H1,activation_patching,1.314823865890503
4,L9H1,zero_ablation,0.5185011029243469
4,L9H2,activation_patching,1.757034182548523
4,L9H2,zero_ablation,0.3821081221103668
4,L9H3,activation_patching,2.7902002334594727
4,L9H3,zero_ablation,0.734572172164917
4,L9MLP,activation_patching,1.3297810554504395
4,L9MLP,zero_ablation,1.4711495637893677
5,L0H0,activation_patching,0.0007475204765796661
5,L0H0,zero_ablation,-0.19908453524112701
5,L0H1,activation_patching,0.01128505077213049
5,L0H1,zero_ablation,0.12203606218099594
5,L0H2,activation_patching,0.019529908895492554
5,L0H2,zero_ablation,-0.010794105008244514
5,L0H3,activation_patching,0.013298921287059784
5,L0H3,zero_ablation,0.04239371418952942
5,L0MLP,activation_patching,1.1398221254348755
5,L0MLP,zero_ablation,8.191264152526855
5,L1H0,activation_patching,6.197781562805176
5,L1H0,zero_ablation,2.5743420124053955
5,L1H1,activation_patching,3.4822402000427246
5,L1H1,zero_ablation,2.721592664718628
5,L1H2,activation_patching,0.6325486898422241
5,L1H2,zero_ablation,0.5023992657661438
5,L1H3,activation_patching,0.4497874081134796
5,L1H3,zero_ablation,0.2933967411518097
5,L1MLP,activation_patching,1.8012522459030151
5,L1MLP,zero_ablation,2.3468313217163086
5,L2H0,activation_patching,0.06080733239650726
5,L2H0,zero_ablation,0.10540559887886047
5,L2H1,activation_patching,6.940903663635254
5,L2H1,zero_ablation,4.332736492156982
5,L2H2,activation_patching,0.5889849066734314
5,L2H2,zero_ablation,0.3665829300880432
5,L2H3,activation_patching,0.044113777577877045
5,L2H3,zero_ablation,1.3850131034851074
5,L2MLP,activation_patching,0.5023654699325562
5,L2MLP,zero_ablation,0.6605702638626099
5,L3H0,activation_patching,0.07384541630744934
5,L3H0,zero_ablation,0.055401284247636795
5,L3H1,activation_patching,0.17135444283485413
5,L3H1,zero_ablation,0.6595429182052612
5,L3H2,activation_patching,0.18667230010032654
5,L3H2,zero_ablation,0.595973789691925
5,L3H3,activation_patching,0.2252941131591797
5,L3H3,zero_ablation,0.17062285542488098
5,L3MLP,activation_patching,0.3095494210720062
5,L3MLP,zero_ablation,0.33437415957450867
5,L4H0,activation_patching,0.7113416194915771
5,L4H0,zero_ablation,0.3197542726993561
5,L4H1,activation_patching,0.3397163152694702
5,L4H1,zero_ablation,0.36163175106048584
5,L4H2,activation_patching,0.4613851010799408
5,L4H2,zero_ablation,0.5711789727210999
5,L4H3,activation_patching,0.18079684674739838
5,L4H3,zero_ablation,0.11827078461647034
5,L4MLP,activation_patching,0.2607491910457611
5,L4MLP,zero_ablation,0.2667114734649658
5,L5H0,activation_patching,1.006463646888733
5,L5H0,zero_ablation,0.35303106904029846
5,L5H1,activation_patching,0.34247177839279175
5,L5H1,zero_ablation,0.2700980305671692
5,L5H2,activation_patching,0.5103676915168762
5,L5H2,zero_ablation,0.2283984124660492
5,L5H3,activation_patching,0.941983163356781
5,L5H3,zero_ablation,0.5609619617462158
5,L5MLP,activation_patching,0.3986095190048218
5,L5MLP,zero_ablation,0.11097875237464905
5,L6H0,activation_patching,0.82710200548172
5,L6H0,zero_ablation,0.2569218873977661
5,L6H1,activation_patching,0.8884334564208984
5,L6H1,zero_ablation,0.37421974539756775
5,L6H2,activation_patching,1.040114402770996
5,L6H2,zero_ablation,0.4920266568660736
5,L6H3,activation_patching,0.8900956511497498
5,L6H3,zero_ablation,0.278724730014801
5,L6MLP,activation_patching,0.5840477347373962
5,L6MLP,zero_ablation,0.24438823759555817
5,L7H0,activation_patching,0.42716944217681885
5,L7H0,zero_ablation,0.744288444519043
5,L7H1,activation_patching,1.019573450088501
5,L7H1,zero_ablation,0.11845282465219498
5,L7H2,activation_patching,0.7069318890571594
5,L7H2,zero_ablation,0.17594338953495026
5,L7H3,activation_patching,0.5069106221199036
5,L7H3,zero_ablation,0.09212086349725723
5,L7MLP,activation_patching,1.078992486000061
5,L7MLP,zero_ablation,0.4445143938064575
5,L8H0,activation_patching,0.6671556234359741
5,L8H0,zero_ablation,0.1531849205493927
5,L8H1,activation_patching,1.1317704916000366
5,L8H1,zero_ablation,0.1817508339881897
5,L8H2,activation_patching,0.7035757899284363
5,L8H2,zero_ablation,0.230871319770813
5,L8H3,activation_patching,0.5487104654312134
5,L8H3,zero_ablation,0.14382201433181763
5,L8MLP,activation_patching,0.9716783761978149
5,L8MLP,zero_ablation,0.3311746120452881
5,L9H0,activation_patching,3.250063419342041
5,L9H0,zero_ablation,0.7296603918075562
5,L9H1,activation_patching,1.3281081914901733
5,L9H1,zero_ablation,0.37665608525276184
5,L9H2,activation_patching,2.0635476112365723
5,L9H2,zero_ablation,0.4585898816585541
5,L9H3,activation_patching,3.3116672039031982
5,L9H3,zero_ablation,0.9403653144836426
5,L9MLP,activation_patching,1.2690366506576538
5,L9MLP,zero_ablation,0.3627418875694275
