depth,component,method,score
3,L0MLP,activation_patching,1.5767943859100342
3,L0MLP,zero_ablation,8.458328247070312
3,L1H0,activation_patching,5.91774320602417
3,L1H0,zero_ablation,3.533790349960327
3,L1H1,activation_patching,0.00684332475066185
3,L1H1,zero_ablation,0.02329953946173191
3,L1H2,activation_patching,1.7978254556655884
3,L1H2,zero_ablation,1.0278778076171875
3,L1H3,activation_patching,6.600795745849609
3,L1H3,zero_ablation,4.138232707977295
3,L1MLP,activation_patching,3.9959521293640137
3,L1MLP,zero_ablation,3.0927085876464844
3,L2H0,activation_patching,6.774602890014648
3,L2H0,zero_ablation,8.62157917022705
3,L2H1,activation_patching,0.023706719279289246
3,L2H1,zero_ablation,0.03608369827270508
3,L2H2,activation_patching,0.23500946164131165
3,L2H2,zero_ablation,10.202439308166504
3,L2H3,activation_patching,0.027309589087963104
3,L2H3,zero_ablation,0.025931084528565407
3,L2MLP,activation_patching,1.4309207201004028
3,L2MLP,zero_ablation,0.8664761781692505
3,L3H0,activation_patching,1.0321245193481445
3,L3H0,zero_ablation,0.33296746015548706
3,L3H1,activation_patching,0.27080291509628296
3,L3H1,zero_ablation,-0.09743998199701309
3,L3H2,activation_patching,0.07357737421989441
3,L3H2,zero_ablation,-0.07800180464982986
3,L3H3,activation_patching,0.2781016230583191
3,L3H3,zero_ablation,-0.04700930044054985
3,L3MLP,activation_patching,1.1011461019515991
3,L3MLP,zero_ablation,0.4461953938007355
3,L4H0,activation_patching,1.1533222198486328
3,L4H0,zero_ablation,-0.006958730518817902
3,L4H1,activation_patching,0.9426084756851196
3,L4H1,zero_ablation,0.45074284076690674
3,L4H2,activation_patching,0.117246113717556
3,L4H2,zero_ablation,0.10791240632534027
3,L4H3,activation_patching,0.46302855014801025
3,L4H3,zero_ablation,-0.09719625115394592
3,L4MLP,activation_patching,2.959946393966675
3,L4MLP,zero_ablation,0.479282021522522
3,L5H0,activation_patching,0.2534463405609131
3,L5H0,zero_ablation,0.08058054745197296
3,L5H1,activation_patching,0.6523711681365967
3,L5H1,zero_ablation,0.03185655549168587
3,L5H2,activation_patching,0.13298341631889343
3,L5H2,zero_ablation,-0.042182937264442444
3,L5H3,activation_patching,1.0319485664367676
3,L5H3,zero_ablation,-0.05953972786664963
3,L5MLP,activation_patching,1.659690022468567
3,L5MLP,zero_ablation,0.9321300983428955
3,L6H0,activation_patching,0.7158999443054199
3,L6H0,zero_ablation,0.06888759136199951
3,L6H1,activation_patching,0.8268256783485413
3,L6H1,zero_ablation,0.1429920345544815
3,L6H2,activation_patching,0.7734907269477844
3,L6H2,zero_ablation,0.08293554186820984
3,L6H3,activation_patching,0.5694029331207275
3,L6H3,zero_ablation,0.12109005451202393
3,L6MLP,activation_patching,0.8379707336425781
3,L6MLP,zero_ablation,0.5259212255477905
3,L7H0,activation_patching,0.7413198947906494
3,L7H0,zero_ablation,0.08783826231956482
3,L7H1,activation_patching,0.8577381372451782
3,L7H1,zero_ablation,0.0873730257153511
3,L7H2,activation_patching,0.9036376476287842
3,L7H2,zero_ablation,0.13669990003108978
3,L7H3,activation_patching,0.8619327545166016
3,L7H3,zero_ablation,0.0013491567224264145
3,L7MLP,activation_patching,0.8657521605491638
3,L7MLP,zero_ablation,0.26595914363861084
3,L8H0,activation_patching,1.2103792428970337
3,L8H0,zero_ablation,0.059337068349123
3,L8H1,activation_patching,1.0589326620101929
3,L8H1,zero_ablation,0.04914211481809616
3,L8H2,activation_patching,1.2262818813323975
3,L8H2,zero_ablation,0.09429258108139038
3,L8H3,activation_patching,1.5231192111968994
3,L8H3,zero_ablation,0.16668802499771118
3,L8MLP,activation_patching,0.6422941088676453
3,L8MLP,zero_ablation,0.24543018639087677
3,L9H0,activation_patching,1.1559299230575562
3,L9H0,zero_ablation,0.21411344408988953
3,L9H1,activation_patching,0.8349466323852539
3,L9H1,zero_ablation,0.13200919330120087
3,L9H2,activation_patching,0.9458905458450317
3,L9H2,zero_ablation,0.14387349784374237
3,L9H3,activation_patching,0.9351462125778198
3,L9H3,zero_ablation,0.13735713064670563
3,L9MLP,activation_patching,1.237849235534668
3,L9MLP,zero_ablation,1.7459793090820312
4,L0H0,activation_patching,0.00508091039955616
4,L0H0,zero_ablation,0.009002570062875748
4,L0H1,activation_patching,-0.00943327508866787
4,L0H1,zero_ablation,0.018997400999069214
4,L0H2,activation_patching,-0.007112044841051102
4,L0H2,zero_ablation,-0.03196704015135765
4,L0H3,activation_patching,0.008219253271818161
4,L0H3,zero_ablation,0.03240586444735527
4,L0MLP,activation_patching,1.4018276929855347
4,L0MLP,zero_ablation,8.069519996643066
4,L1H0,activation_patching,5.221761226654053
4,L1H0,zero_ablation,3.722184658050537
4,L1H1,activation_patching,-0.0010554920881986618
4,L1H1,zero_ablation,0.033671118319034576
4,L1H2,activation_patching,1.783565640449524
4,L1H2,zero_ablation,1.0679564476013184
4,L1H3,activation_patching,5.7715253829956055
4,L1H3,zero_ablation,3.99951434135437
4,L1MLP,activation_patching,5.165022850036621
4,L1MLP,zero_ablation,2.3672664165496826
4,L2H0,activation_patching,13.950000762939453
4,L2H0,zero_ablation,7.891404628753662
4,L2H1,activation_patching,0.04705709218978882
4,L2H1,zero_ablation,0.0708363950252533
4,L2H2,activation_patching,0.004325788468122482
4,L2H2,zero_ablation,1.778151512145996
4,L2H3,activation_patching,0.031734101474285126
4,L2H3,zero_ablation,0.018776094540953636
4,L2MLP,activation_patching,3.845518112182617
4,L2MLP,zero_ablation,1.1795974969863892
4,L3H0,activation_patching,0.8901458978652954
4,L3H0,zero_ablation,1.0731360912322998
4,L3H1,activation_patching,0.16984720528125763
4,L3H1,zero_ablation,0.09320971369743347
4,L3H2,activation_patching,0.1761120706796646
4,L3H2,zero_ablation,0.15232671797275543
4,L3H3,activation_patching,0.33890804648399353
4,L3H3,zero_ablation,0.36092284321784973
4,L3MLP,activation_patching,0.8986201286315918
4,L3MLP,zero_ablation,0.5259662866592407
4,L4H0,activation_patching,1.6852216720581055
4,L4H0,zero_ablation,0.7104421257972717
4,L4H1,activation_patching,1.4137756824493408
4,L4H1,zero_ablation,0.7608768343925476
4,L4H2,activation_patching,0.49649542570114136
4,L4H2,zero_ablation,0.2805708646774292
4,L4H3,activation_patching,0.7186001539230347
4,L4H3,zero_ablation,0.2292511910200119
4,L4MLP,activation_patching,0.6880711913108826
4,L4MLP,zero_ablation,0.31448832154273987
4,L5H0,activation_patching,0.46401554346084595
4,L5H0,zero_ablation,0.06574642658233643
4,L5H1,activation_patching,0.6435781121253967
4,L5H1,zero_ablation,0.38398611545562744
4,L5H2,activation_patching,0.43704578280448914
4,L5H2,zero_ablation,0.03969983756542206
4,L5H3,activation_patching,0.9369316101074219
4,L5H3,zero_ablation,0.17391963303089142
4,L5MLP,activation_patching,1.054274082183838
4,L5MLP,zero_ablation,0.5869941711425781
4,L6H0,activation_patching,0.5447328090667725
4,L6H0,zero_ablation,0.1309652030467987
4,L6H1,activation_patching,0.8493513464927673
4,L6H1,zero_ablation,0.7926725149154663
4,L6H2,activation_patching,0.8375235199928284
4,L6H2,zero_ablation,0.043605104088783264
4,L6H3,activation_patching,0.9328897595405579
4,L6H3,zero_ablation,0.2933442294597626
4,L6MLP,activation_patching,0.9001756906509399
4,L6MLP,zero_ablation,0.28274786472320557
4,L7H0,activation_patching,0.6373337507247925
4,L7H0,zero_ablation,0.0949738398194313
4,L7H1,activation_patching,0.9445282220840454
4,L7H1,zero_ablation,0.21753458678722382
4,L7H2,activation_patching,0.871181845664978
4,L7H2,zero_ablation,0.09708167612552643
4,L7H3,activation_patching,0.7821706533432007
4,L7H3,zero_ablation,0.15311884880065918
4,L7MLP,activation_patching,0.8736613988876343
4,L7MLP,zero_ablation,0.24081982672214508
4,L8H0,activation_patching,1.3986232280731201
4,L8H0,zero_ablation,0.32076555490493774
4,L8H1,activation_patching,1.0713436603546143
4,L8H1,zero_ablation,0.21951939165592194
4,L8H2,activation_patching,1.241436243057251
4,L8H2,zero_ablation,0.24183236062526703
4,L8H3,activation_patching,1.5616552829742432
4,L8H3,zero_ablation,0.32479506731033325
4,L8MLP,activation_patching,0.5554894804954529
4,L8MLP,zero_ablation,0.026937931776046753
4,L9H0,activation_patching,1.2426964044570923
4,L9H0,zero_ablation,0.2404198795557022
4,L9H1,activation_patching,1.0071479082107544
4,L9H1,zero_ablation,0.18568342924118042
4,L9H2,activation_patching,1.0436427593231201
4,L9H2,zero_ablation,0.25481104850769043
4,L9H3,activation_patching,1.015655517578125
4,L9H3,zero_ablation,0.23550958931446075
4,L9MLP,activation_patching,1.0231833457946777
4,L9MLP,zero_ablation,0.942489504814148
5,L0H0,activation_patching,0.007459978107362986
5,L0H0,zero_ablation,-0.0136934295296669
5,L0H1,activation_patching,0.001169069902971387
5,L0H1,zero_ablation,-0.22670476138591766
5,L0H2,activation_patching,0.0061499569565057755
5,L0H2,zero_ablation,0.012008102610707283
5,L0H3,activation_patching,-0.001932633458636701
5,L0H3,zero_ablation,0.1060260534286499
5,L0MLP,activation_patching,1.128035306930542
5,L0MLP,zero_ablation,7.687284469604492
5,L1H0,activation_patching,4.189178943634033
5,L1H0,zero_ablation,3.5771052837371826
5,L1H1,activation_patching,-0.007474488113075495
5,L1H1,zero_ablation,-0.2174149751663208
5,L1H2,activation_patching,1.4657610654830933
5,L1H2,zero_ablation,1.1482785940170288
5,L1H3,activation_patching,4.585999965667725
5,L1H3,zero_ablation,3.734102725982666
5,L1MLP,activation_patching,4.629412651062012
5,L1MLP,zero_ablation,2.775280714035034
5,L2H0,activation_patching,11.874202728271484
5,L2H0,zero_ablation,6.978872776031494
5,L2H1,activation_patching,0.0660223513841629
5,L2H1,zero_ablation,0.061691202223300934
5,L2H2,activation_patching,0.03971976786851883
5,L2H2,zero_ablation,0.876321017742157
5,L2H3,activation_patching,0.03304591774940491
5,L2H3,zero_ablation,0.1253184676170349
5,L2MLP,activation_patching,2.9571642875671387
5,L2MLP,zero_ablation,1.0954346656799316
5,L3H0,activation_patching,0.8714050054550171
5,L3H0,zero_ablation,0.9755479097366333
5,L3H1,activation_patching,0.4794395864009857
5,L3H1,zero_ablation,0.4750974476337433
5,L3H2,activation_patching,0.4156794250011444
5,L3H2,zero_ablation,0.3428230583667755
5,L3H3,activation_patching,0.6936503052711487
5,L3H3,zero_ablation,0.9206908345222473
5,L3MLP,activation_patching,0.4819854199886322
5,L3MLP,zero_ablation,0.23522554337978363
5,L4H0,activation_patching,1.1019515991210938
5,L4H0,zero_ablation,1.1077961921691895
5,L4H1,activation_patching,1.1062333583831787
5,L4H1,zero_ablation,0.6666487455368042
5,L4H2,activation_patching,0.5674145817756653
5,L4H2,zero_ablation,0.30290260910987854
5,L4H3,activation_patching,0.7347399592399597
5,L4H3,zero_ablation,0.45233312249183655
5,L4MLP,activation_patching,0.639303982257843
5,L4MLP,zero_ablation,0.10436250269412994
5,L5H0,activation_patching,0.41496503353118896
5,L5H0,zero_ablation,0.1886931210756302
5,L5H1,activation_patching,0.4279707968235016
5,L5H1,zero_ablation,0.5816308856010437
5,L5H2,activation_patching,0.2777356207370758
5,L5H2,zero_ablation,0.060012150555849075
5,L5H3,activation_patching,0.4850359559059143
5,L5H3,zero_ablation,0.041455477476119995
5,L5MLP,activation_patching,0.7503809332847595
5,L5MLP,zero_ablation,0.36180347204208374
5,L6H0,activation_patching,0.5002750754356384
5,L6H0,zero_ablation,0.06325701624155045
5,L6H1,activation_patching,0.5041432976722717
5,L6H1,zero_ablation,1.053390622138977
5,L6H2,activation_patching,0.5113803148269653
5,L6H2,zero_ablation,-0.006152004934847355
5,L6H3,activation_patching,0.5861219167709351
5,L6H3,zero_ablation,0.4306176006793976
5,L6MLP,activation_patching,0.8105994462966919
5,L6MLP,zero_ablation,0.22520259022712708
5,L7H0,activation_patching,0.3120992183685303
5,L7H0,zero_ablation,0.177909255027771
5,L7H1,activation_patching,0.7089486718177795
5,L7H1,zero_ablation,0.25820866227149963
5,L7H2,activation_patching,0.9129699468612671
5,L7H2,zero_ablation,0.11529190838336945
5,L7H3,activation_patching,0.6230365037918091
5,L7H3,zero_ablation,0.32516512274742126
5,L7MLP,activation_patching,1.0147583484649658
5,L7MLP,zero_ablation,0.3351042866706848
5,L8H0,activation_patching,1.2413846254348755
5,L8H0,zero_ablation,0.2082791030406952
5,L8H1,activation_patching,0.9596360921859741
5,L8H1,zero_ablation,0.18898317217826843
5,L8H2,activation_patching,1.2793793678283691
5,L8H2,zero_ablation,0.31749868392944336
5,L8H3,activation_patching,1.4054607152938843
5,L8H3,zero_ablation,0.288617879152298
5,L8MLP,activation_patching,0.40231016278266907
5,L8MLP,zero_ablation,-0.014135283417999744
5,L9H0,activation_patching,1.205941915512085
5,L9H0,zero_ablation,0.30482086539268494
5,L9H1,activation_patching,1.0426409244537354
5,L9H1,zero_ablation,0.2833728790283203
5,L9H2,activation_patching,1.021484136581421
5,L9H2,zero_ablation,0.21167580783367157
5,L9H3,activation_patching,0.9573606252670288
5,L9H3,zero_ablation,0.23529081046581268
5,L9MLP,activation_patching,0.7809287905693054
5,L9MLP,zero_ablation,0.27358734607696533
